anio,id_ent,id_act,unidades_eco,produccion,personal,activos
2013,5,331310,6,2410.651,380,307.128
2013,5,331412,1,,,
2013,5,331419,1,,,
2013,5,331420,1,,,
2013,5,331510,18,1706.316,2016,756.317
2013,5,331520,10,3263.966,1885,373.079
2013,5,332110,10,525.916,1070,286.116
2013,5,332211,5,35.211,81,17.27
2013,5,332420,12,674.456,511,192.54
2013,5,332510,3,4.331,39,0.538
2013,5,332610,13,2255.104,1143,1065.22
2013,5,332710,438,1302.072,4248,863.291
2013,5,332720,8,186.965,620,66.781
2013,5,332810,17,6643.645,1711,598.179
2013,5,332910,2,,,
2013,5,332999,46,,,
2013,5,333111,6,,,
2013,5,333112,2,,,
2013,5,333120,5,,,
2013,5,333130,1,,,
2013,5,333242,1,,,
2013,5,333243,3,0.922,13,3.517
2013,5,333244,1,,,
2013,5,333246,1,,,
2013,5,333249,2,,,
2013,5,333319,5,720.261,1170,70.68
2013,5,333411,10,,,
2013,5,333412,2,,,
2013,5,333510,18,501.686,665,430.091
2013,5,333610,4,18092.715,4084,6369.338
2013,5,333910,11,214.621,546,126.777
2013,5,333920,14,1494.585,1222,504.146
2013,5,333991,3,298.089,104,207.918
2013,5,333992,1,,,
2013,5,333993,1,,,
2013,5,333999,5,1503.616,988,473.156
2013,5,334210,1,,,
2013,5,334220,1,,,
2013,5,334290,2,,,
2013,5,334410,12,1263.328,6883,149.469
2013,5,334519,6,91.398,313,98.956
2013,5,335311,6,794.095,4558,63.038
2013,5,335312,10,446.122,1641,374.752
2013,5,335910,1,,,
2013,5,335920,3,,,
2013,5,335999,2,,,
2013,5,336110,1,,,
2013,5,336120,1,,,
2013,5,336210,17,3903.612,1988,2695.096
2013,5,336310,19,41984.97,14882,19993.384
2013,5,336320,28,8079.012,36881,879.663
2013,5,336330,4,,,
2013,5,336340,2,,,
2013,5,336350,4,15649.094,2405,2471.705
2013,5,336360,36,10945.919,31657,1029.531
2013,5,336370,11,6102.874,3349,2882.871
2013,5,336390,30,23155.499,22230,3093.29
2013,5,336410,1,,,
2013,5,336510,7,6681.079,5971,1806.789
2013,5,336991,1,,,
2013,5,434221,122,569.511,1378,559.335
2013,5,434222,76,400.914,629,367.992
2013,5,434229,48,116.499,396,38.708
2013,5,434311,334,612.483,1697,393.604
2013,5,435220,69,154.554,555,199.195
2013,5,435419,159,1135.495,1619,397.353
2013,5,436112,27,308.674,406,46.833
2013,5,468211,801,740.185,4085,477.97
2013,5,468212,194,23.267,422,40.833
2013,5,468213,95,180.804,887,72.88
2013,5,811122,39,10.343,84,4.303
2013,5,811129,33,11.079,72,2.873
2013,5,811312,556,1669.861,5319,538.125
2013,6,321920,13,,,
2013,6,323119,107,,,
2013,6,325510,2,,,
2013,6,326110,1,,,
2013,6,326192,1,,,
2013,6,326193,2,,,
2013,6,326199,1,,,
2013,6,326220,2,,,
2013,6,327111,12,1.312,30,1.823
2013,6,327121,18,9.816,90,7.81
2013,6,327991,10,,,
2013,6,331112,1,,,
2013,6,331510,1,,,
2013,6,332430,1,,,
2013,6,332610,3,2.018,16,2.367
2013,6,332710,39,34.575,198,33.08
2013,6,332810,2,,,
2013,6,332910,1,,,
2013,6,332999,2,,,
2013,6,333111,1,,,
2013,6,333510,1,,,
2013,6,336210,6,3.377,15,2.982
2013,6,336320,2,,,
2013,6,336999,1,,,
2013,6,434221,24,95.091,208,27.892
2013,6,434222,16,34.621,63,28.664
2013,6,434229,6,12.237,21,3.165
2013,6,434311,46,16.993,128,22.019
2013,6,435220,5,,,
2013,6,435419,34,26.172,187,35.305
2013,6,436112,6,15.687,35,6.544
2013,6,468211,273,186.722,965,167.845
2013,6,468212,35,5.68,90,5.845
2013,6,468213,58,127.608,557,85.811
2013,6,811122,33,9.858,81,6.91
2013,6,811129,11,2.931,27,1.735
2013,6,811312,121,129.86,488,68.449
2013,7,314110,3,0.303,45,1.138
2013,7,321920,36,8.082,103,4.92
2013,7,323119,485,236.643,1326,215.997
2013,7,324191,1,,,
2013,7,325130,1,,,
2013,7,325510,2,,,
2013,7,325993,2,,,
2013,7,326110,3,5.712,17,2.184
2013,7,326120,6,94.671,77,4.7
2013,7,326140,1,,,
2013,7,326160,3,8.161,16,2.532
2013,7,326193,6,44.456,37,19.005
2013,7,326194,1,,,
2013,7,326199,1,,,
2013,7,326220,2,,,
2013,7,326290,5,0.327,8,0.127
2013,7,327111,661,38.483,1097,3.877
2013,7,327121,226,40.746,557,15.29
2013,7,327991,48,11.551,117,5.7
2013,7,332110,2,,,
2013,7,332211,3,0.047,3,0.135
2013,7,332430,1,,,
2013,7,332510,1,,,
2013,7,332610,4,0.863,17,1.161
2013,7,332710,73,26.173,229,30.451
2013,7,332810,4,2772.601,46,1363.607
2013,7,332999,1,,,
2013,7,333111,3,,,
2013,7,333120,1,,,
2013,7,333243,8,,,
2013,7,333249,2,,,
2013,7,333319,2,,,
2013,7,333411,1,,,
2013,7,333999,2,,,
2013,7,334410,1,,,
2013,7,334511,1,,,
2013,7,335312,2,,,
2013,7,336210,23,21.43,94,10.893
2013,7,336320,7,996.962,5833,699.251
2013,7,336360,1,,,
2013,7,336390,1,,,
2013,7,336610,1,,,
2013,7,336999,1,,,
2013,7,434221,51,203.686,560,72.779
2013,7,434222,27,51.95,115,19.09
2013,7,434229,13,18.35,44,1.947
2013,7,434311,169,25.002,382,29.428
2013,7,435220,37,11.324,99,10.743
2013,7,435419,45,40.874,195,22.131
2013,7,436112,24,57.846,123,39.32
2013,7,468211,1251,452.736,3275,376.433
2013,7,468212,72,6.151,144,13.814
2013,7,468213,170,140.523,810,90.841
2013,7,811122,53,3.985,90,3.327
2013,7,811129,26,7.342,55,4.666
2013,7,811312,353,76.585,864,75.316
2013,8,314110,1,,,
2013,8,321920,85,569.189,2622,191.71
2013,8,322210,34,,,
2013,8,323119,441,899.916,3518,573.582
2013,8,325211,2,,,
2013,8,325510,11,,,
2013,8,325993,10,23.695,86,17.127
2013,8,326110,13,324.409,639,169.647
2013,8,326120,10,29.399,140,14.606
2013,8,326140,7,528.694,1051,128.117
2013,8,326150,1,,,
2013,8,326160,2,,,
2013,8,326192,10,958.085,3193,137.9
2013,8,326193,10,248.825,354,85.768
2013,8,326194,21,1555.585,4943,712.674
2013,8,326198,1,,,
2013,8,326199,13,86.517,248,31.616
2013,8,326220,8,235.025,1298,99.402
2013,8,326290,6,,,
2013,8,327111,11,2.418,22,7.235
2013,8,327121,349,105.336,926,59.789
2013,8,327122,8,,,
2013,8,327123,1,,,
2013,8,327991,74,21.403,205,24.99
2013,8,327999,6,326.355,120,29.544
2013,8,331210,5,10.368,39,16.283
2013,8,331220,4,77.989,41,7.196
2013,8,331310,2,,,
2013,8,331412,1,,,
2013,8,331419,2,,,
2013,8,331510,4,70.573,273,48.747
2013,8,331520,11,700.57,1450,199.749
2013,8,332110,5,438.96,466,119.835
2013,8,332211,7,63.807,147,42.291
2013,8,332420,14,,,
2013,8,332430,1,,,
2013,8,332510,4,529.099,1779,151.068
2013,8,332610,6,22.188,52,28.114
2013,8,332710,300,,,
2013,8,332720,2,,,
2013,8,332810,12,172.641,575,81.808
2013,8,332910,5,622.998,962,631.273
2013,8,332999,77,657.698,1743,165.624
2013,8,333111,25,,,
2013,8,333112,1,,,
2013,8,333120,1,,,
2013,8,333130,3,,,
2013,8,333241,1,,,
2013,8,333243,4,7.397,28,6.58
2013,8,333244,1,,,
2013,8,333249,11,93.565,367,31.521
2013,8,333319,11,21.857,80,11.628
2013,8,333411,24,514.817,1236,31.7
2013,8,333412,3,27.471,40,3.756
2013,8,333510,5,785.863,177,16.478
2013,8,333610,3,692.322,991,177.89
2013,8,333910,10,482.265,1856,203.659
2013,8,333920,3,7.014,26,3.95
2013,8,333991,2,,,
2013,8,333999,5,,,
2013,8,334110,14,3187.921,13421,2700.28
2013,8,334210,2,,,
2013,8,334220,6,3886.177,16054,2436.542
2013,8,334290,5,,,
2013,8,334310,5,,,
2013,8,334410,39,7008.449,22524,1911.664
2013,8,334519,9,806.518,2340,88.582
2013,8,334610,1,,,
2013,8,335311,12,1951.003,5637,611.61
2013,8,335312,8,1118.606,2580,247.751
2013,8,335920,5,805.565,1067,49.439
2013,8,335999,4,361.082,941,87.174
2013,8,336210,24,853.451,579,103.279
2013,8,336310,5,7846.665,2303,830.107
2013,8,336320,84,21824.137,80451,6795.664
2013,8,336330,2,,,
2013,8,336340,4,1073.174,1360,133.799
2013,8,336350,1,,,
2013,8,336360,14,29718.979,24933,399.094
2013,8,336370,2,,,
2013,8,336390,24,5973.547,12866,2607.667
2013,8,336410,22,7168.712,9716,1948.826
2013,8,336510,1,,,
2013,8,336991,1,,,
2013,8,434221,132,752.166,1489,295.149
2013,8,434222,64,439.748,515,662.557
2013,8,434229,56,219.319,482,69.064
2013,8,434311,374,709.579,1651,383.304
2013,8,435220,65,134.432,434,67.232
2013,8,435419,127,2032.227,1030,507.402
2013,8,436112,25,123.473,233,35.105
2013,8,468211,936,872.768,4177,1001.574
2013,8,468212,548,92.695,1326,336.826
2013,8,468213,167,196.004,1277,198.452
2013,8,811122,56,7.011,90,7.799
2013,8,811129,34,8.393,63,4.568
2013,8,811312,407,434.77,1796,336.872
2013,9,314110,5,87.439,144,40.853
2013,9,321920,50,108.144,439,28.361
2013,9,322210,109,3910.86,4574,958.583
2013,9,323119,3497,14720.914,25908,7705.822
2013,9,324191,17,5862.367,1333,367.003
2013,9,325120,1,,,
2013,9,325130,13,163.32,216,62.637
2013,9,325211,17,,,
2013,9,325212,1,,,
2013,9,325510,52,2491.4,1847,485.223
2013,9,325993,39,94.982,171,12.091
2013,9,326110,144,6231.253,6969,4163.351
2013,9,326120,16,54.901,276,54.044
2013,9,326140,10,262.525,540,67.868
2013,9,326150,8,157.403,371,22.299
2013,9,326160,30,772.229,1755,368.29
2013,9,326192,27,250.175,597,133.213
2013,9,326193,151,1486.577,3079,823.489
2013,9,326194,64,577.916,1657,292.583
2013,9,326198,32,211.799,540,85.346
2013,9,326199,104,879.028,1959,467.859
2013,9,326211,8,1553.775,2397,382.725
2013,9,326220,18,80.486,188,147.214
2013,9,326290,83,514.697,1543,223.235
2013,9,327111,61,,,
2013,9,327112,2,,,
2013,9,327121,15,34.376,103,9.962
2013,9,327122,5,,,
2013,9,327123,1,,,
2013,9,327910,9,497.605,498,284.105
2013,9,327991,96,76.566,402,54.954
2013,9,327999,12,401.986,310,49.763
2013,9,331111,1,,,
2013,9,331210,13,737.776,526,235.139
2013,9,331220,18,669.586,246,23.137
2013,9,331310,11,,,
2013,9,331412,1,,,
2013,9,331419,2,,,
2013,9,331420,7,6271.642,497,3686.964
2013,9,331490,2,,,
2013,9,331510,6,20.604,108,14.56
2013,9,331520,13,418.35,513,121.593
2013,9,332110,54,1971.472,1662,626.753
2013,9,332211,32,145.371,565,58.278
2013,9,332410,11,197.441,199,50.474
2013,9,332420,15,229.065,469,52.122
2013,9,332430,18,1886.062,1242,1649.398
2013,9,332510,51,714.745,1136,123.06
2013,9,332610,78,1387.161,1491,1246.501
2013,9,332710,764,1329.891,5207,841.056
2013,9,332720,44,652.459,1302,302.48
2013,9,332810,118,591.459,1629,122.315
2013,9,332910,18,1594.583,1456,570.596
2013,9,332991,1,,,
2013,9,332999,119,,,
2013,9,333111,2,,,
2013,9,333112,2,,,
2013,9,333120,4,125.744,126,16.042
2013,9,333130,3,2.16,53,1.856
2013,9,333241,1,,,
2013,9,333242,13,149.05,260,43.102
2013,9,333243,38,447.69,691,126.518
2013,9,333244,4,41.389,87,25.921
2013,9,333245,24,17.804,109,13.638
2013,9,333246,1,,,
2013,9,333249,27,45.311,197,34.328
2013,9,333319,26,61.187,228,44.992
2013,9,333411,28,239.957,694,79.514
2013,9,333412,18,942.756,1336,423.125
2013,9,333510,32,124.851,313,101.047
2013,9,333610,5,56.991,158,6.059
2013,9,333910,16,957.078,903,150.455
2013,9,333920,17,359.566,464,60.406
2013,9,333991,5,465.338,366,167.525
2013,9,333992,6,43.776,171,9.884
2013,9,333993,5,24.461,71,5.585
2013,9,333999,24,158.193,375,25.796
2013,9,334110,7,119.961,1572,357.818
2013,9,334210,3,,,
2013,9,334220,8,15.511,60,9.098
2013,9,334290,2,,,
2013,9,334310,7,181.025,226,17.54
2013,9,334410,22,1234.217,2336,191.54
2013,9,334511,2,,,
2013,9,334519,26,,,
2013,9,334610,6,450.034,93,21.781
2013,9,335311,5,4996.797,2334,568.942
2013,9,335312,47,1536.849,1734,249.651
2013,9,335920,12,3370.38,1063,788.453
2013,9,335999,13,89.934,271,24.595
2013,9,336110,5,0,3490,362.628
2013,9,336120,3,145.725,890,0.794
2013,9,336210,24,125.965,233,33.966
2013,9,336310,8,1253.456,782,593.496
2013,9,336320,8,1005.922,1190,596.077
2013,9,336330,6,138.024,361,90.945
2013,9,336340,29,794.735,1408,342.722
2013,9,336350,3,940.267,270,243.383
2013,9,336360,10,9.423,60,4.92
2013,9,336370,15,934.84,1355,288.154
2013,9,336390,39,3218.788,2605,342.556
2013,9,336510,1,,,
2013,9,336610,3,,,
2013,9,336991,4,10.066,31,1.297
2013,9,336999,4,27.81,48,10.715
2013,9,434221,363,3331.11,6256,1309.551
2013,9,434222,338,4042.27,5023,1364.355
2013,9,434229,232,664.104,1826,215.759
2013,9,434311,776,537.616,2257,279.074
2013,9,435220,280,2170.082,3759,662.133
2013,9,435419,559,3651.305,7100,1318.778
2013,9,436112,88,467.752,1145,102.59
2013,9,468211,4143,2567.878,17092,1511.441
2013,9,468212,937,164.961,1947,117.845
2013,9,468213,411,696.026,3060,416.755
2013,9,811122,263,45.667,461,9.992
2013,9,811129,178,56.316,418,21.677
2013,9,811312,1029,1871.45,4362,471.228
2013,10,314110,2,,,
2013,10,321920,127,281.263,1289,63.632
2013,10,322210,3,,,
2013,10,323119,210,185.958,845,92.425
2013,10,325211,1,,,
2013,10,325510,1,,,
2013,10,325993,1,,,
2013,10,326110,5,53.764,112,3.567
2013,10,326120,3,11.284,40,3.132
2013,10,326140,4,167.338,156,91.326
2013,10,326192,2,,,
2013,10,326193,3,12.52,70,14.71
2013,10,326194,1,,,
2013,10,326198,2,,,
2013,10,326199,6,26.43,167,59.119
2013,10,326290,1,,,
2013,10,327111,14,,,
2013,10,327112,1,,,
2013,10,327121,421,112.485,1317,57.406
2013,10,327910,1,,,
2013,10,327991,109,,,
2013,10,327999,2,,,
2013,10,331112,1,,,
2013,10,331210,2,,,
2013,10,331220,1,,,
2013,10,331420,1,,,
2013,10,331510,7,122.546,291,67.015
2013,10,331520,5,498.728,490,155.27
2013,10,332110,2,,,
2013,10,332211,2,,,
2013,10,332410,3,,,
2013,10,332420,3,45.531,193,45.001
2013,10,332430,1,,,
2013,10,332610,4,7.704,24,4.162
2013,10,332710,120,375.08,854,181.635
2013,10,332720,4,29.669,62,8.528
2013,10,332810,4,6.683,32,3.484
2013,10,332910,1,,,
2013,10,332999,12,,,
2013,10,333111,7,,,
2013,10,333112,1,,,
2013,10,333120,3,,,
2013,10,333130,1,,,
2013,10,333243,2,,,
2013,10,333244,1,,,
2013,10,333246,1,,,
2013,10,333249,1,,,
2013,10,333319,4,,,
2013,10,333411,8,2864.263,1120,145.715
2013,10,333510,1,,,
2013,10,333910,4,58.063,99,10.812
2013,10,333920,1,,,
2013,10,333993,1,,,
2013,10,333999,1,,,
2013,10,334519,1,,,
2013,10,335312,2,,,
2013,10,335920,1,,,
2013,10,336210,6,352.976,502,177.052
2013,10,336310,1,,,
2013,10,336320,11,2204.431,13045,542.676
2013,10,336360,2,,,
2013,10,336370,1,,,
2013,10,336410,1,,,
2013,10,434221,62,312.681,1077,121.462
2013,10,434222,32,178.257,248,86.723
2013,10,434229,14,15.604,88,28.331
2013,10,434311,136,169.415,1003,104.547
2013,10,435220,18,58.787,119,12.799
2013,10,435419,36,86.086,252,50.642
2013,10,436112,9,43.256,547,9.665
2013,10,468211,436,307.175,1728,183.511
2013,10,468212,131,15.571,293,22.86
2013,10,468213,54,134.122,598,78.526
2013,10,811122,18,1.909,28,1.302
2013,10,811129,18,4.626,42,2.47
2013,10,811312,238,187.107,967,143.018
2013,11,314110,11,5.636,45,3.437
2013,11,321920,30,,,
2013,11,322210,135,7098.088,5762,1951.622
2013,11,323119,1062,1963.813,5498,787.008
2013,11,324191,6,68.962,130,45.196
2013,11,325120,1,,,
2013,11,325130,11,264.602,183,132.081
2013,11,325211,17,875.71,545,348.815
2013,11,325212,3,,,
2013,11,325510,40,3243.018,2065,668.074
2013,11,325993,36,,,
2013,11,326110,70,1809.709,1461,679.007
2013,11,326120,9,1453.29,845,951.309
2013,11,326140,12,1393.75,1158,669.149
2013,11,326150,7,1176.405,617,240.209
2013,11,326160,5,578.487,244,302.466
2013,11,326192,17,3525.375,3909,1812.444
2013,11,326193,29,1966.695,1862,1143.215
2013,11,326194,336,1939.058,5076,913.25
2013,11,326198,13,46.909,273,55.008
2013,11,326199,31,123.352,432,28.708
2013,11,326220,8,,,
2013,11,326290,341,6307.747,9615,4597.755
2013,11,327111,454,252.065,2383,120.973
2013,11,327112,7,335.899,1049,232.574
2013,11,327121,650,291.2,2411,209.848
2013,11,327122,29,2437.717,1419,1064.028
2013,11,327123,5,1400.605,256,28.324
2013,11,327991,138,47.008,377,21.308
2013,11,327999,7,174.127,103,43.909
2013,11,331112,3,9904.69,660,3474.565
2013,11,331210,4,61.805,56,15.634
2013,11,331220,9,1265.526,760,1644.065
2013,11,331310,5,25.816,27,1.492
2013,11,331419,1,,,
2013,11,331420,2,,,
2013,11,331510,6,43.012,162,28.128
2013,11,331520,10,622.284,767,319.386
2013,11,332110,36,295.392,572,97.093
2013,11,332211,12,9194.103,1763,1958.534
2013,11,332410,1,,,
2013,11,332420,9,39.582,173,32.091
2013,11,332430,5,,,
2013,11,332510,33,171.987,660,36.931
2013,11,332610,29,3324.671,1302,1197.245
2013,11,332710,586,800.828,3033,539.523
2013,11,332720,10,78.611,267,37.555
2013,11,332810,24,201.95,439,161.62
2013,11,332910,1,,,
2013,11,332991,1,,,
2013,11,332999,40,,,
2013,11,333111,16,,,
2013,11,333112,1,,,
2013,11,333120,2,,,
2013,11,333130,1,,,
2013,11,333241,1,,,
2013,11,333242,7,82.559,214,40.502
2013,11,333243,10,11.858,70,9.538
2013,11,333244,1,,,
2013,11,333245,12,10.37,56,3.916
2013,11,333249,105,176.739,553,63.697
2013,11,333319,14,34.033,94,9.533
2013,11,333411,6,,,
2013,11,333412,2,,,
2013,11,333510,36,65.937,222,48.855
2013,11,333610,3,199.187,776,53.443
2013,11,333910,15,333.703,488,218.875
2013,11,333920,9,233.983,406,21.756
2013,11,333992,4,99.115,117,27.505
2013,11,333993,3,11.315,29,1.727
2013,11,333999,6,22.284,66,4.015
2013,11,334110,1,,,
2013,11,334220,2,,,
2013,11,334290,1,,,
2013,11,334310,1,,,
2013,11,334410,8,335.363,1652,227.303
2013,11,334511,1,,,
2013,11,335312,18,1788.955,1407,487.875
2013,11,335910,3,2718.464,535,131.002
2013,11,335920,2,,,
2013,11,335999,2,,,
2013,11,336110,2,,,
2013,11,336120,1,,,
2013,11,336210,34,1453.867,1887,2179.705
2013,11,336310,8,4627.551,2384,558.661
2013,11,336320,15,8035.968,9980,1763.536
2013,11,336330,6,1603.292,1429,574.456
2013,11,336340,4,1904.413,1128,1694.948
2013,11,336350,9,6296.188,6628,1111.814
2013,11,336360,16,6566.409,3912,493.264
2013,11,336370,11,5063.598,2553,3133.878
2013,11,336390,16,8284.482,2547,1278.125
2013,11,336410,1,,,
2013,11,336999,1,,,
2013,11,434221,220,789.004,2035,1182.34
2013,11,434222,252,786.56,1552,370.951
2013,11,434229,233,370.516,1084,91.626
2013,11,434311,434,646.214,1435,126.576
2013,11,435220,221,385.742,1230,183.404
2013,11,435419,199,448.432,1292,360.502
2013,11,436112,35,179.23,340,41.898
2013,11,468211,1586,976.059,6282,587.367
2013,11,468212,228,37.395,514,40.933
2013,11,468213,292,360.651,2012,262.694
2013,11,811122,106,17.213,193,7.685
2013,11,811129,114,18.638,204,13.5
2013,11,811312,781,844.172,3526,406.71
2013,12,314110,1,,,
2013,12,321920,79,13.559,251,10.893
2013,12,322210,5,,,
2013,12,323119,263,96.703,771,39.441
2013,12,325211,1,,,
2013,12,325510,1,,,
2013,12,326110,6,2.377,12,0.317
2013,12,326140,1,,,
2013,12,326193,2,,,
2013,12,326198,1,,,
2013,12,326220,1,,,
2013,12,326290,3,9.087,113,8.854
2013,12,327111,347,20.818,663,6.303
2013,12,327121,87,15.161,246,5.549
2013,12,327991,101,,,
2013,12,327999,2,,,
2013,12,331220,2,,,
2013,12,331412,4,,,
2013,12,331420,1,,,
2013,12,331490,16,1.362,27,5.54
2013,12,331520,1,,,
2013,12,332110,6,0.378,11,0.127
2013,12,332211,19,0.872,31,0.521
2013,12,332410,1,,,
2013,12,332430,3,,,
2013,12,332510,2,,,
2013,12,332610,2,,,
2013,12,332710,77,,,
2013,12,332720,1,,,
2013,12,332810,15,5.578,25,2.238
2013,12,332999,7,0.427,11,0.429
2013,12,333111,1,,,
2013,12,333246,1,,,
2013,12,333319,1,,,
2013,12,333910,1,,,
2013,12,333920,2,,,
2013,12,334210,1,,,
2013,12,335312,2,,,
2013,12,336210,9,25.219,87,12.265
2013,12,336360,2,,,
2013,12,336370,1,,,
2013,12,336390,1,,,
2013,12,434221,41,61.886,206,44.663
2013,12,434222,42,56.071,165,39.93
2013,12,434229,20,18.361,92,9.951
2013,12,434311,141,20.722,359,18.635
2013,12,435220,23,6.129,45,1.825
2013,12,435419,27,33.192,114,8.805
2013,12,436112,8,7.339,35,8.717
2013,12,468211,786,249.881,1863,200.628
2013,12,468212,80,9.429,162,8.274
2013,12,468213,107,136.641,510,49.961
2013,12,811122,42,3.187,72,0.874
2013,12,811129,37,5.057,65,1.272
2013,12,811312,205,43.306,434,43.799
2013,13,321920,20,25.034,81,6.423
2013,13,322210,8,,,
2013,13,323119,327,122.133,846,80.948
2013,13,324191,4,219.016,76,8.185
2013,13,325130,2,,,
2013,13,325211,5,603.699,353,279.653
2013,13,325510,9,146.105,171,20.774
2013,13,325993,7,,,
2013,13,326110,7,375.171,356,154.747
2013,13,326120,2,,,
2013,13,326140,4,224.532,447,146.963
2013,13,326160,7,1139.878,745,768.749
2013,13,326192,6,394.901,731,122.149
2013,13,326193,7,14.813,49,16.352
2013,13,326194,2,,,
2013,13,326198,4,,,
2013,13,326199,4,11.041,48,3.29
2013,13,326211,2,,,
2013,13,326220,6,,,
2013,13,326290,8,34.387,93,1.493
2013,13,327111,384,,,
2013,13,327112,2,,,
2013,13,327121,56,15.407,153,7.927
2013,13,327991,73,87.595,472,71.323
2013,13,327999,8,496.226,371,132.445
2013,13,331210,1,,,
2013,13,331220,4,,,
2013,13,331310,2,,,
2013,13,331412,1,,,
2013,13,331419,1,,,
2013,13,331510,7,991.288,1623,212.341
2013,13,331520,4,305.053,396,127.152
2013,13,332110,1,,,
2013,13,332211,1,,,
2013,13,332410,1,,,
2013,13,332420,7,390.731,640,157.403
2013,13,332430,2,,,
2013,13,332510,5,,,
2013,13,332610,18,38.394,162,31.431
2013,13,332710,164,,,
2013,13,332720,2,,,
2013,13,332810,7,6.595,52,4.202
2013,13,332910,1,,,
2013,13,332999,12,,,
2013,13,333111,5,,,
2013,13,333120,5,16.417,35,3.601
2013,13,333130,2,,,
2013,13,333243,3,5.101,15,0.734
2013,13,333244,1,,,
2013,13,333249,1,,,
2013,13,333319,8,44.239,131,36.19
2013,13,333411,1,,,
2013,13,333510,5,105.906,168,31.505
2013,13,333910,3,457.312,146,24.711
2013,13,333920,2,,,
2013,13,333999,2,,,
2013,13,334290,1,,,
2013,13,334310,1,,,
2013,13,334410,3,19.642,85,11.462
2013,13,334511,3,21.596,30,13.693
2013,13,335312,7,1680.78,1111,348.419
2013,13,335920,2,,,
2013,13,335999,1,,,
2013,13,336120,2,,,
2013,13,336210,14,977.43,135,52.335
2013,13,336320,2,,,
2013,13,336340,2,,,
2013,13,336360,3,0.514,17,0.17
2013,13,336370,2,,,
2013,13,336390,2,,,
2013,13,336510,3,,,
2013,13,434221,65,93.574,377,294.007
2013,13,434222,37,140.986,156,92.985
2013,13,434229,27,12.79,76,6.759
2013,13,434311,157,24.679,393,38.644
2013,13,435220,27,38.708,229,14.913
2013,13,435419,73,74.58,267,24.526
2013,13,436112,19,,,
2013,13,468211,999,273.565,2318,206.318
2013,13,468212,133,15.356,272,14.787
2013,13,468213,146,90.07,628,88.935
2013,13,811122,67,7.665,117,3.201
2013,13,811129,53,7.026,94,0.932
2013,13,811312,277,146.3,875,180.947
2013,14,314110,4,13.739,36,2
2013,14,321920,135,498.762,1423,134.718
2013,14,322210,114,5050.139,4694,4604.617
2013,14,323119,1500,3535.11,9601,1655.454
2013,14,324191,16,3106.175,630,535.366
2013,14,325120,3,,,
2013,14,325130,10,623.662,610,241.71
2013,14,325211,12,,,
2013,14,325212,1,,,
2013,14,325510,78,1898.481,1869,447.052
2013,14,325993,35,75.226,398,18.554
2013,14,326110,149,6726.79,5604,3564.643
2013,14,326120,34,536.426,734,145.981
2013,14,326140,22,413.243,804,221.82
2013,14,326150,14,846.19,1163,256.365
2013,14,326160,19,2170.051,2203,1579.843
2013,14,326192,18,275.364,568,105.527
2013,14,326193,119,1603.615,2253,859.831
2013,14,326194,108,2182.484,4375,983.687
2013,14,326198,41,553.617,1371,246.035
2013,14,326199,83,665.848,1607,257.623
2013,14,326211,7,2059.183,1142,1428.713
2013,14,326220,20,77.251,207,28.106
2013,14,326290,122,2444.091,5175,861.398
2013,14,327111,481,,,
2013,14,327112,1,,,
2013,14,327121,1818,344.974,4991,155.231
2013,14,327122,8,3.552,30,0.506
2013,14,327910,4,21.114,52,5.475
2013,14,327991,408,371.253,1557,243.947
2013,14,327999,15,790.574,562,579.021
2013,14,331111,2,,,
2013,14,331112,1,,,
2013,14,331210,8,1205.969,487,581.206
2013,14,331220,19,3224.823,1299,134.058
2013,14,331310,11,1737.999,1023,486.649
2013,14,331411,1,,,
2013,14,331412,1,,,
2013,14,331419,6,43.893,62,26.06
2013,14,331420,1,,,
2013,14,331510,24,1813.41,1660,609.168
2013,14,331520,19,44.973,193,25.231
2013,14,332110,32,657.32,1004,363.134
2013,14,332211,34,1746.846,1521,1840.294
2013,14,332410,5,379.453,748,366.99
2013,14,332420,27,1417.258,1692,552.248
2013,14,332430,10,3417.33,562,2187.088
2013,14,332510,69,838.221,1576,291.092
2013,14,332610,67,995.137,1027,242.472
2013,14,332710,899,1209.651,4379,991.765
2013,14,332720,29,319.231,665,210.403
2013,14,332810,94,3169.883,1602,248.126
2013,14,332910,26,2270.49,2940,1065.064
2013,14,332991,1,,,
2013,14,332999,108,,,
2013,14,333111,32,1020.137,1426,434.272
2013,14,333112,9,391.524,438,65.827
2013,14,333120,4,43.07,74,8.016
2013,14,333241,1,,,
2013,14,333242,8,50.535,130,33.232
2013,14,333243,35,974.661,814,350.485
2013,14,333244,1,,,
2013,14,333245,6,18.019,61,12.19
2013,14,333249,31,267.341,497,90.281
2013,14,333319,38,287.662,814,58.669
2013,14,333411,21,246.899,395,57.624
2013,14,333412,18,98.438,305,35.524
2013,14,333510,27,,,
2013,14,333610,2,,,
2013,14,333910,18,674.451,706,101.063
2013,14,333920,18,242.518,380,32.259
2013,14,333991,2,,,
2013,14,333992,6,82.421,164,22.021
2013,14,333993,1,,,
2013,14,333999,19,325.808,427,51.493
2013,14,334110,10,11411.583,12476,2007.219
2013,14,334210,1,,,
2013,14,334220,5,60.027,153,17.041
2013,14,334290,3,,,
2013,14,334310,5,173.109,329,28.891
2013,14,334410,26,6936.232,27419,2348.593
2013,14,334519,10,91.338,166,25.305
2013,14,334610,3,1723.406,1537,3676.508
